org_id,org_name,org_type,homepage_url,jobs_url,canonical_jobs_url,jobs_source_type,adapter,confidence,discovered_via,last_verified,notes,manual_review,column
,Town of Bradford West Gwillimbury,municipality,https://www.townofbwg.com/en/index.aspx,https://bwg.njoyn.com/CL/xweb/xweb.asp?tbtoken=ZltcRx0XCGpza311N1AlCFdPAmxEcFIqe0ggWil5E21bLzZqXDATcWtxAgkbVRdWTXlnF3U%3D&chk=ZVpaShM%3D&page=joblisting&CLID=124493,https://validate.perfdrive.com/?ssa=067ec820-9469-46b6-a487-cfc63ca82521&ssb=38969278121&ssc=https%3A%2F%2Fbwg.njoyn.com%2FCL%2Fxweb%2Fxweb.asp%3Ftbtoken%3DZltcRx0XCGpza311N1AlCFdPAmxEcFIqe0ggWil5E21bLzZqXDATcWtxAgkbVRdWTXlnF3U%253D%26chk%3DZVpaShM%253D%26page%3Djoblisting%26CLID%3D124493&ssi=93ddf76c-dcvu-407a-a072-50d7e2eaf8f3&ssk=botmanager_support%40radware.com&ssm=44643428941591811108165080668985&ssn=9086f0d9711428c67c2753afdc5317e1296da391eec3-142d-464e-a2a714&sso=cc10c2f1-127d6922000dd18046852bff239f7efb6218fa42cbf24c7e&ssp=97321471481771603754177166997071135&ssq=09360883313618766387633136966023769475177&ssr=MjAuNTcuNDcuMjI3&sst=OntarioJobBot%2F1.0+%28+https%3A%2F%2Fgithub.com%2Fradiobyline%2FOntario-Job-Bot%29&ssu=&ssv=&ssw=&ssx=eyJfX3V6bWYiOiI3ZjkwMDBhMzkxZWVjMy0xNDJkLTQ2NGUtYTJmMS0xMjdkNjkyMjAwMGQxLTE3NzE2MzMxMzYxNTAwLTAwMjhiZjE5NjlhZjdhMWVkY2YxMCIsInJkIjoibmpveW4uY29tIiwidXpteCI6IjdmOTAwMDU1N2RkNjI1LWI4M2EtNGRmMS04Nzk1LWE3ZmY3MmRhNjhkMjEtMTc3MTYzMzEzMjg5NDMyNTYtOGM5MmU4Y2Y3Mzg4OTU4YzE5In0%3D,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Town of Grand Valley,municipality,https://www.townofgrandvalley.ca/,https://www.townofgrandvalley.ca/municipal-government/employment,https://www.townofgrandvalley.ca/media/dosiocbo/deputy-treasurer-2026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Town of Kearney,municipality,https://www.townofkearney.ca/,https://www.townofkearney.ca/employment-opportunities,https://www.townofkearney.ca/sites/6/files/2024-04/Application%20to%20Purchase%20Shore%20Road%20Allowance.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Town of Northeastern Manitoulin and The Islands,municipality,https://www.townofnemi.on.ca/,https://www.townofnemi.on.ca/p/employment,https://www.townofnemi.on.ca/p/employment,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Township of Spanish,municipality,https://www.townofspanish.com/,https://www.townofspanish.com/town-hall/employment-and-volunteer-opportunites,https://www.townofspanish.com/wp-content/uploads/2018/11/Committee-Application.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Town of St. Marys,municipality,https://www.townofstmarys.com/,https://townofstmarys.myavanti.ca/careers,https://townofstmarys.myavanti.ca/careers,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Town of Whitchurch-Stouffville,municipality,https://www.townofws.ca/,https://townofws-careers.vipcloud.ca/default,https://townofws-careers.vipcloud.ca/default,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Township of Brock,municipality,https://www.townshipofbrock.ca/,https://www.townshipofbrock.ca/careers,https://www.townshipofbrock.ca/media/f5ujjrkl/back-up-crossing-guard-job-posting.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Hornepayne,municipality,https://www.townshipofhornepayne.ca/,https://www.townshipofhornepayne.ca/our-government/job-opportunities,https://www.townshipofhornepayne.ca/media/mloead42/cao-2026-03-comprehensive-user-fees.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Joly,municipality,https://www.townshipofjoly.com/,https://www.townshipofjoly.com/en/contacts/job-opportunities,https://www.townshipofjoly.com/en/contacts/job-opportunities,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Township of Machar,municipality,https://www.townshipofmachar.ca/en/,https://www.townshipofmachar.ca/en/municipal-services/job-opportunities,https://www.townshipofmachar.ca/uploads/26u-09-supply-teacher-east.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of Trent Hills,municipality,https://www.trenthills.ca/,https://www.trenthills.ca/jobs,https://www.trenthills.ca/media/iplnar3j/job-posting-customer-service-specialist-external-february-2026-website.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of Trent Lakes,municipality,https://www.trentlakes.ca/,https://www.trentlakes.ca/careers,https://www.trentlakes.ca/media/1kmfrwwb/job-description-seasonal-recreation-facilities-labourer.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of Tweed,municipality,https://www.tweed.ca/,https://www.tweed.ca/bidopportunitiesc12,https://www.tweed.ca/bidopportunitiesc12,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of Black River Matheson,municipality,https://www.twpbrm.ca/,https://www.twpbrm.ca/your-township-government/employment-opportunities/,https://www.twpbrm.ca/media/pjlpy25p/mechanic-brm-jan-22-2026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Edwardsburgh/Cardinal,municipality,https://www.twpec.ca/,https://www.twpec.ca/careers,https://www.twpec.ca/media/dsylreqd/lifeguard-job-posting-2026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Uxbridge,municipality,https://www.uxbridge.ca/en/index.aspx,https://www.uxbridge.ca/en/your-local-government/careers.aspx,https://www.uxbridge.ca/en/your-local-government/resources/Careers/Job-Call-Animal-Care-Attendant.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Village of Point Edward,municipality,https://www.villageofpointedward.com/,https://www.villageofpointedward.com/municipal-office/tenders-job-postings,https://www.villageofpointedward.com/sites/4/files/2023-05/Notice-of-Intent.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Machin,municipality,https://www.visitmachin.com/,https://www.visitmachin.com/p/-https-machin-municipalwebsites-ca-ckfinder-connector-command-proxy-lang-en-type-files-currentfolder-2f-hash-c245c263ce0eced480effe66bbede6b4d46c15ae-filename-grasscrewad-20--20copy-pdf-,https://visitmachin.com/p/-https-machin-municipalwebsites-ca-ckfinder-connector-command-proxy-lang-en-type-files-currentfolder-2f-hash-c245c263ce0eced480effe66bbede6b4d46c15ae-filename-grasscrewad-20--20copy-pdf-,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Wabigoon Lake Ojibway Nation,first_nation,https://www.wabigoonlakeon.ca/,https://www.wabigoonlakeon.ca/jobs,https://81fd6d7f-2858-450b-92d4-57dd8567fe79.filesusr.com/ugd/7bade1_6ced8c72e5a145a68d66a664f523a911.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Flying Post,first_nation,https://www.wabuntribalcouncil.ca/first-nations/flying-post-first-nation,https://www.wabuntribalcouncil.ca/careers/,https://www.wabuntribalcouncil.ca/careers,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Chapleau Ojibway,first_nation,https://www.wabuntribalcouncil.ca/first-nations/chapleau-ojibwe-first-nation,https://www.wabuntribalcouncil.ca/careers/,https://www.wabuntribalcouncil.ca/careers,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of Wainfleet,municipality,https://www.wainfleet.ca/,https://www.wainfleet.ca/careers,https://www.wainfleet.ca/sites/24/files/2026-02/Fire%20%20Emergency%20Services%20-%20Executive%20Assistant%20-%20Posting%20-%2004-02-26.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Walpole Island,first_nation,https://www.walpoleislandfirstnation.ca/,https://www.walpoleislandfirstnation.ca/job-postings,https://static1.squarespace.com/static/5f9b26254725965858c59a3d/t/6970e510adb7f85cf3c93930/1769006352855/Employment+Services+Assistant+-+February+4%2C+2026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Warwick,municipality,https://www.warwicktownship.ca/en/index.aspx,https://www.warwicktownship.ca/en/our-government/jobs.aspx?_mid_=8233,https://www.warwicktownship.ca/en/our-government/resources/Documents/Clerk-2026-posting.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Town of Wasaga Beach,municipality,https://www.wasagabeach.com/,https://www.wasagabeach.com/our-organization/careers,https://www.wasagabeach.com/our-organization/careers,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,City of Waterloo,municipality,https://www.waterloo.ca/,https://cityofwaterloo.talentpoolbuilder.com/?_gl=1*1aqneie*_ga*NTY4NTY4NDAzLjE3NzE1NTIwMDc.*_ga_F03DWSJDKM*czE3NzE1NTIwMDYkbzEkZzAkdDE3NzE1NTIwMDYkajYwJGwwJGgw#,https://cityofwaterloo.talentpoolbuilder.com/?_gl=1%2A1aqneie%2A_ga%2ANTY4NTY4NDAzLjE3NzE1NTIwMDc.%2A_ga_F03DWSJDKM%2AczE3NzE1NTIwMDYkbzEkZzAkdDE3NzE1NTIwMDYkajYwJGwwJGgw,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Municipality of Wawa,municipality,https://www.wawa.cc/,https://www.wawa.cc/your-government/employment-opportunities,https://www.wawa.cc/your-government/employment-opportunities,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of Wellesley,municipality,https://www.wellesley.ca/,https://www.wellesley.ca/council-and-administration/careers/,https://www.wellesley.ca/council-and-administration/careers,unknown,generic,0.20,failed_request,2026-02-23,all URL variants failed,1,
,Township of Wellington North,municipality,https://www.wellington-north.com/,https://secure10.saashr.com/ta/6162680.careers?CareersSearch=&lang=en-US,https://secure10.saashr.com/ta/6162680.careers?CareersSearch=&lang=en-US,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,County of Wellington,municipality,https://www.wellington.ca/,https://careers.wellington.ca/go/View-All-Jobs/8664747/,https://careers.wellington.ca/go/View-All-Jobs/8664747,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Municipality of West Elgin,municipality,https://www.westelgin.net/en/index.aspx,https://www.westelgin.net/en/municipal-office/job-opportunities.aspx,https://www.westelgin.net/en/municipal-office/job-opportunities.aspx,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Municipality of West Grey,municipality,https://www.westgrey.com/,https://www.westgrey.com/careers,https://www.westgrey.com/media/54dbv4oq/crossingguard_job-posting_april2025.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of West Lincoln,municipality,https://www.westlincoln.ca/en/index.aspx,https://www.westlincoln.ca/en/township-office/jobs.aspx,https://www.westlincoln.ca/en/township-office/resources/Job-Advertisement---Crossing-Guard-2026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of West Nipissing,municipality,https://www.westnipissing.ca/,https://www.westnipissing.ca/town-hall/employment/,https://westnipissing.ca/wp-content/uploads/2022/07/Accessible-EN-Community-Safety-and-Well-Being-Plan_EN-2022.07.19.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of West Perth,municipality,https://www.westperth.com/en/index.aspx,https://www.westperth.com/en/municipal-office/careers-and-volunteers.aspx,https://www.westperth.com/en/municipal-office/resources/Employment/Accounts-Payable-Clerk-Job-Posting-Feb-2026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Town of Whitby,municipality,https://www.whitby.ca/,https://whitby.wd10.myworkdayjobs.com/EXT,https://whitby.wd10.myworkdayjobs.com/EXT,ats_workday,workday,0.98,url_pattern,2026-02-23,matched workday domain/path,0,
,Whitefish River,first_nation,https://www.whitefishriver.ca/,https://whitefishriver.bamboohr.com/careers,https://whitefishriver.bamboohr.com/careers,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Township of White River,municipality,https://www.whiteriver.ca/,https://www.whiteriver.ca/employment-opportunities,https://www.whiteriver.ca/upload/documents/summer-student-jobs.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Whitesand,first_nation,https://www.whitesandfirstnation.com/,https://www.whitesandfirstnation.com/careers,https://www.whitesandfirstnation.com/upload/documents/job-postings/2025-09-15-home-maker.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of Whitestone,municipality,https://www.whitestone.ca/,https://www.whitestone.ca/p/employment-opportunities,https://whitestone2023.municipalwebsites.ca/UploadFiles/Docs/WhitestoneDirectory2025051225Digital_iZvJOO.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Whitewater Region,municipality,https://www.whitewaterregion.ca/,https://www.whitewaterregion.ca/careers,https://www.whitewaterregion.ca/careers,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Wikwemikong,first_nation,https://www.wiikwemkoong.ca/,https://www.wiikwemkoong.ca/employment,https://www.wiikwemkoong.ca/employment,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Township of Wilmot,municipality,https://www.wilmot.ca/,https://www.wilmot.ca/township-office/jobs-and-volunteering/job-opportunities/,https://www.wilmot.ca/township-office/jobs-and-volunteering/job-opportunities,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Bearskin Lake,first_nation,https://www.windigo.on.ca/bearskin-lake-first-nation,https://www.windigo.on.ca/careers,https://www.windigo.on.ca/careers,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,North Caribou Lake,first_nation,https://www.windigo.on.ca/north-caribou-lake-first-nation,https://www.windigo.on.ca/careers,https://www.windigo.on.ca/careers,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Sachigo Lake,first_nation,https://www.windigo.on.ca/sachigo-lake-first-nation,https://www.windigo.on.ca/careers,https://www.windigo.on.ca/careers,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Slate Falls Nation,first_nation,https://www.windigo.on.ca/slate-falls-nation,https://www.windigo.on.ca/careers,https://www.windigo.on.ca/careers,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Township of Woolwich,municipality,https://www.woolwich.ca/,https://www.woolwich.ca/careers,https://www.woolwich.ca/media/ttupgbhq/2026-01-roads-op-1-external.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Regional Municipality of York,municipality,https://www.york.ca/default.htm,https://york.hua.hrsmart.com/hr/ats/JobSearch/viewAll/jobSearchPaginationExternal_pageSize:100/jobSearchPaginationExternal_page:1,https://york.hua.hrsmart.com/hr/ats/JobSearch/viewAll/jobSearchPaginationExternal_pageSize:100/jobSearchPaginationExternal_page:1,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of Zorra,municipality,https://www.zorra.ca/,https://www.zorra.ca/our-township/employment,https://www.zorra.ca/media/falngfjn/public-works-summer-student-2025-job-description.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Sandy Lake,first_nation,http://ambe.knet.ca/,,,,,,,,,1,
,Deer Lake,first_nation,http://deerlake.firstnation.ca/,,,,,,,,,1,
,Kashechewan,first_nation,http://kfnation.ca/,,,,,,,,,1,
,North Spirit Lake,first_nation,http://nsl.firstnation.ca/,,,,,,,,,1,
,Seine River First Nation,first_nation,https://seineriverfirstnation.ca/,,,,,,,,,1,
,Nibinamik First Nation,first_nation,https://summerbeaver.com/,,,,,,,,,1,
,Wapekeka,first_nation,https://wapekeka.ca/,,,,,,,,,1,
,Webequie,first_nation,http://www.webequie.ca/,,,,,,,,,1,
,Township of Addington Highlands,municipality,https://addingtonhighlands.ca/,,,,,,,,,1,
,Township of Athens,municipality,https://athenstownship.ca/,,,,,,,,,1,
,Township of Baldwin,municipality,https://baldwin.ca/,,,,,,,,,1,
,Township of Cockburn Island,municipality,https://cockburnisland.ca/index.php,,,,,,,,,1,
,Township of Dawn-Euphemia,municipality,https://dawneuphemia.ca/,,,,,,,,,1,
,Eabametoong First Nation,first_nation,https://eabametoongfn.ca/,,,,,,,,,1,
,Township of Harley,municipality,https://harley.ca/,,,,,,,,,1,
,Township of Harris,municipality,https://harristownship.weebly.com/,,,,,,,,,1,
,Township of Hudson,municipality,https://hudson.ca/,,,,,,,,,1,
,Township of Kerns,municipality,https://kerns.ca/,,,,,,,,,1,
,Township of Laird,municipality,https://lairdtownship.ca/,,,,,,,,,1,
,Township of La Vallee,municipality,https://lavallee.ca/,,,,,,,,,1,
,Mattagami,first_nation,https://mattagami.com/,,,,,,,,,1,
,Naotkamegwanning,first_nation,,,,,,,,,,1,
,Township of Nipissing,municipality,https://nipissingtownship.com/,,,,,,,,,1,
,Township of Papineau-Cameron,municipality,https://papineaucameron.ca/,,,,,,,,,1,
,Pays Plat,first_nation,https://ppfn.ca/,,,,,,,,,1,
,Iskatewizaagegan #39 Independent First Nation,first_nation,,,,,,,,,,1,
,Weenusk,first_nation,,,,,,,,,,1,
,Anishinabe of Wauzhushk Onigum,first_nation,https://wonation.ca/,,,,,,,,,1,
,Wunnumin,first_nation,https://wunnumin.com/,,,,,,,,,1,
,Aroland,first_nation,https://www.arolandfirstnation.ca/,,,,,,,,,1,
,Attawapiskat,first_nation,https://www.attawapiskat.org/lander,,,,,,,,,1,
,Cat Lake,first_nation,https://www.catlakefirstnation.com/,,,,,,,,,1,
,Township of Chamberlain,municipality,https://www.chamberlaintownship.com/,,,,,,,,,1,
,Township of Dawson,municipality,https://www.dawsontownship.ca/,,,,,,,,,1,
,Albany,first_nation,,,,,,,,,,1,
,Moose Deer Point,first_nation,,,,,,,,,,1,
,Village of Newbury,municipality,https://www.newbury.ca/,,,,,,,,,1,
,Bearfoot Onondaga,first_nation,https://www.onondaganation.org/,,,,,,,,,1,
,Onondaga Clear Sky,first_nation,https://www.onondaganation.org/,,,,,,,,,1,
,Township of Opasatika,municipality,https://www.opasatika.net/,,,,,,,,,1,
,Washagamis Bay,first_nation,https://www.washagamisbay.ca/,,,,,,,,,1,
,Township of Gauthier,municipality,,,,,,,,,,1,
